Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0022945991489622328    4265                     5.678396090326348        5.860122840762346        -0.03981905123092601     0.7187001764242674       0                        0                        0.9999537125             0.05                     0.09997335832265235      0.105457718771718        0.01                     0.3935772681280094       2.5e-06                  0.5760569852941178       -6.6504173               3.518893                 
400                      0.7043734833267          1732223                  8.070857993985456        7.607978876825416        -0.022590187409142648    0.6968339041914269       0                        0                        0.9783526625000001       0.05000000000000001      0.08828392969715572      0.0001767884527506634    0.01                     0.2875529585734886       2.5e-06                  0.09443933823529413      0.01382108               0.14084084               
800                      1.4154605733023748       3471118                  10.050931438342074       10.044965110482362       -0.022590187409142648    0.6968339041914269       0                        0                        0.9566169999999999       0.05                     0.07790090445447474      0.00016880669672633198   0.01                     0.3016082443954313       2.5e-06                  0.14705882352941174      0.011276478              0.14907652               
1200                     2.1282159895367094       5212433                  12.897430272556559       11.655058432047518       -0.022590187409142648    0.6968339041914269       0                        0                        0.9348490125             0.05                     0.06872623159110454      0.00015799192932022647   0.01                     0.29513155860716805      2.5e-06                  0.1868106617647059       0.04185306               0.20538713               
1600                     2.839652817580435        6947337                  14.917294868714489       13.330097544433322       -0.022590187409142648    0.6968339041914269       0                        0                        0.9131631875             0.05                     0.06066077698457663      0.0001923212098517979    0.01                     0.32224853879169507      2.5e-06                  0.24816176470588233      -0.048946947             0.16616143               
2000                     3.5536054461532167       8688573                  14.956647916944753       13.99293561833332        -0.022590187409142648    0.6968339041914269       0                        0                        0.8913980625             0.05                     0.05351741848618905      0.0001730640243321806    0.01                     0.324468987993896        2.5e-06                  0.278952205882353        0.013628812              0.14717828               
2400                     4.2656784705321          10426957                 15.623300674662957       15.182531109019436       -0.022590187409142648    0.6968339041914269       0                        0                        0.8696722875             0.05                     0.04722595171538019      0.00014513565314189236   0.01                     0.3303520198096521       2.5e-06                  0.291015625              0.043883502              0.15233843               
2800                     4.981372312770949        12171339                 14.885447855392817       15.152984258643066       -0.022590187409142648    0.6968339041914269       0                        0                        0.8478639875             0.05                     0.04165431229562629      0.00011585116475190362   0.01                     0.3176608401247197       2.5e-06                  0.3194444444444444       -0.03150128              0.123266794              
3200                     5.697564532028304        13913710                 16.69921869114617        16.621895109843543       -0.022590187409142648    0.6968339041914269       0                        0                        0.8260859375             0.05                     0.036746403853775096     0.00013461455264973665   0.01                     0.3253903101431206       2.5e-06                  0.3115234375             -0.028698448             0.10315377               
3600                     6.416902794904179        15657478                 18.203265000827578       17.86816059481984        -0.022590187409142648    0.6968339041914269       0                        0                        0.8042887000000001       0.05000000000000001      0.03241318813592987      0.00013312650767400352   0.01                     0.33138534504299366      2.5e-06                  0.24544270833333331      0.005510058              0.15920083               
4000                     7.135680985384517        17403600                 15.786025391599862       17.20003173689097        -0.022590187409142648    0.6968339041914269       0                        0                        0.7824610375             0.05                     0.028585947630680102     0.0001221023027003159    0.01                     0.32088329270482063      2.5e-06                  0.2925347222222222       0.0007990227             0.094496675              
4400                     7.856667779750294        19154189                 17.501199250341244       16.376307865272334       -0.022590187409142648    0.6968339041914269       0                        0                        0.7605781125             0.05                     0.02520259620586678      0.0001272125588371864    0.01                     0.321250157605391        2.5e-06                  0.26513671875            0.06859927               0.1562623                
4800                     8.578332989149624        20901478                 17.110855234492373       17.974015655885875       -0.022590187409142648    0.6968339041914269       0                        0                        0.73873915               0.049999999999999996     0.022225312443596247     0.00013504295738660704   0.01                     0.31883835756323403      2.5e-06                  0.32204861111111116      -0.0042067193            0.10901072               
5200                     9.298362283706664        22649730                 16.757623760281582       18.34246044775091        -0.022590187409142648    0.6968339041914269       0                        0                        0.716883775              0.05                     0.019597895495905283     0.0001223990499410219    0.01                     0.30990908620879054      2.5e-06                  0.28971354166666663      -0.001897414             0.1645944                
5600                     10.021173760758506       24401239                 17.22434293865982        19.49509640121018        -0.022590187409142648    0.6968339041914269       0                        0                        0.6949897249999999       0.05                     0.017277237866758936     0.00013559042484115815   0.01                     0.3406989159172072       2.5e-06                  0.2879136029411765       -0.040429268             0.16259961               
6000                     10.736324364542961       26136535                 16.97834844781832        19.189121159097436       -0.022590187409142648    0.6968339041914269       0                        0                        0.6733001                0.05                     0.015249311994660552     9.964832333508866e-05    0.01                     0.32322761765681207      2.5e-06                  0.3291015625             0.010587138              0.09342655               
6400                     11.45819986694389        27885136                 19.183468298839138       17.95094706282095        -0.022590187409142648    0.6968339041914269       0                        0                        0.6514436                0.05                     0.013446492067687272     0.00011719477630081469   0.01                     0.30279852795031137      2.5e-06                  0.2966452205882353       -0.037902463             0.13366497               
6800                     12.17843538781007        29626091                 16.718899036309395       18.496571111460877       -0.022590187409142648    0.6968339041914269       0                        0                        0.629680575              0.05                     0.011863188672803214     0.00011027824675124975   0.01                     0.33038340519285864      2.5e-06                  0.29361979166666663      -0.043617338             0.2049197                
7200                     12.902038799126943       31373124                 19.674803267086347       19.554619844409004       -0.022590187409142648    0.6968339041914269       0                        0                        0.6078430625             0.05                     0.010461829941942793     9.058207284182472e-05    0.01                     0.3152991899599632       2.5e-06                  0.263671875              -0.013675346             0.11200259               
7600                     13.63009628355503        33122653                 19.208736990091467       19.076487940270685       -0.022590187409142648    0.6968339041914269       0                        0                        0.58597325               0.05                     0.009224293755819473     7.407186111763053e-05    0.01                     0.3139363863156177       2.5e-06                  0.301025390625           -0.0014581522            0.08225038               
8000                     14.354962381124496       34868763                 19.05875567829031        18.454153192267803       -0.022590187409142648    0.6968339041914269       0                        0                        0.5641463625             0.05                     0.00813515639061644      8.612099192362166e-05    0.01                     0.30615791236050427      2.5e-06                  0.301513671875           -0.019147316             0.12571351               
8400                     15.079042575359345       36617406                 20.517362026414048       18.873468898096917       -0.022590187409142648    0.6968339041914269       0                        0                        0.542287975              0.05                     0.007173315581075626     8.847314718549467e-05    0.01                     0.31353586834544933      2.5e-06                  0.3283420138888889       0.027675765              0.116159976              
8800                     15.805669328901503       38370111                 18.60616603148498        19.727279789964648       -0.022590187409142648    0.6968339041914269       0                        0                        0.5203797875             0.05                     0.006323382729549971     8.029512761077563e-05    0.01                     0.3112106383260754       2.5e-06                  0.3517795138888889       -0.03451315              0.16419147               
9200                     16.53029789182875        40116055                 20.125134085679086       19.113833442040068       -0.022590187409142648    0.6968339041914269       0                        0                        0.4985552875             0.05                     0.005576840436910388     0.00012053065314098098   0.01                     0.31217203273748356      2.5e-06                  0.375                    0.04984984               0.07674682               
9600                     17.252606884770923       41859805                 18.040836900704175       19.97303087031213        -0.022590187409142648    0.6968339041914269       0                        0                        0.476756725              0.05                     0.004919169785235019     0.00011409181389113014   0.01                     0.3125610522487584       2.5e-06                  0.2734375                -0.03667466              0.14503351               
10000                    17.974569831490516       43604829                 19.87998139399477        19.686399206821907       -0.022590187409142648    0.6968339041914269       0                        0                        0.45494666250000004      0.05                     0.004338770276149218     9.569910027254184e-05    0.01                     0.3345118108619418       2.5e-06                  0.3140190972222222       0.013259512              0.09144925               
10400                    18.697247502406437       45352418                 18.90370188117093        18.864485276975373       -0.022590187409142648    0.6968339041914269       0                        0                        0.43310166250000004      0.05                     0.0038260809668351848    5.8166368436079414e-05   0.01                     0.32132678623828625      2.5e-06                  0.3634982638888889       0.02047858               0.12110156               
10800                    19.41889149096277        47098420                 18.11251122805296        19.54864560524289        -0.022590187409142648    0.6968339041914269       0                        0                        0.4112749375             0.05                     0.003374328373331417     0.0001067016850413438    0.01                     0.30850756602982676      2.5e-06                  0.296875                 0.051571585              0.13656303               
11200                    20.141778880092833       48847213                 19.327615596434043       20.87293696735956        -0.022590187409142648    0.6968339041914269       0                        0                        0.38941790000000004      0.05                     0.0029753958299042053    0.00010452428078148539   0.01                     0.30490504013788366      2.5e-06                  0.3270399305555556       -0.0129909795            0.1299084                
11600                    20.86557667169306        50594819                 19.78625725615084        20.15692828669252        -0.022590187409142648    0.6968339041914269       0                        0                        0.36757115000000007      0.05                     0.0026237827652324224    0.00012855489703472107   0.01                     0.2985612701935073       2.5e-06                  0.2927517361111111       -0.041121915             0.21282636               
12000                    21.589574708011416       52340431                 18.29755649320917        20.63422257688101        -0.022590187409142648    0.6968339041914269       0                        0                        0.34575104999999995      0.05                     0.00231407603645247      7.548848899929794e-05    0.01                     0.2941080770106055       2.5e-06                  0.276611328125           0.031924747              0.099828586              
12400                    22.314566155870754       54085261                 20.99504569832809        20.739348969292486       -0.022590187409142648    0.6968339041914269       0                        0                        0.32394144999999996      0.05                     0.0020410499114435925    0.00012210482499123526   0.01                     0.2922851518831319       2.5e-06                  0.3487413194444444       0.058157388              0.14766267               
12800                    23.043017463948992       55837742                 18.45591384181028        18.758777673213146       -0.022590187409142648    0.6968339041914269       0                        0                        0.30203559999999996      0.05                     0.0017992395956528138    6.431664464531315e-05    0.01                     0.2987832914051764       2.5e-06                  0.2913602941176471       0.011519971              0.10244467               
13200                    23.77090150117874        57586357                 20.35790730923295        21.197593336580496       -0.022590187409142648    0.6968339041914269       0                        0                        0.28017796250000004      0.05                     0.0015865176436546033    7.058629832101815e-05    0.01                     0.2795846250955947       2.5e-06                  0.291015625              -0.017345166             0.1175983                
13600                    24.498474833634166       59331831                 20.514170949844843       21.203644797871508       -0.022590187409142648    0.6968339041914269       0                        0                        0.258358525              0.05                     0.0013992532119764217    7.727377332855667e-05    0.01                     0.29248673788970336      2.5e-06                  0.34130859375            -0.009831834             0.17472593               
14000                    25.229202047189077       61081982                 20.215574231177733       21.235962867446503       -0.022590187409142648    0.6968339041914269       0                        0                        0.23648263749999998      0.05                     0.0012336915603565412    8.060579231283782e-05    0.01                     0.2963967934483662       2.5e-06                  0.31640625               -0.02763133              0.14195113               
14400                    25.960289110806254       62829555                 21.806720249390416       20.656597535678003       -0.022590187409142648    0.6968339041914269       0                        0                        0.2146362                0.05                     0.001087903815707477     0.00010508619507731964   0.01                     0.2875234775969552       2.5e-06                  0.3107638888888889       -0.024595581             0.1609608                
14800                    26.693760330412122       64582579                 20.704101748608807       20.804612911124906       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    6.59168293092686e-05     0.01                     0.2832377430879407       2.5e-06                  0.3363715277777778       -0.16443215              0.22563893               
15200                    27.423840937084623       66325595                 19.55758908052615        21.32426253269142        -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    6.668604674686662e-05    0.01                     0.27919724385719746      2.5e-06                  0.367431640625           -0.016150186             0.17713335               
15600                    28.15219491355949        68066799                 21.03570118586385        20.657444056242277       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0001185111939388234    0.01                     0.2839758994934314       2.5e-06                  0.31962316176470584      0.03869358               0.17913286               
16000                    28.88305690003766        69815402                 20.731595547706416       20.92424359834967        -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00010104578447567292   0.01                     0.2750827999552712       2.5e-06                  0.36474609375            0.024757775              0.12282133               
16400                    29.615768210623          71564369                 20.515088297218462       20.643015957822193       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0001625534162457143    0.01                     0.2851458308286965       2.5e-06                  0.386474609375           0.09799324               0.23486523               
16800                    30.347169628606903       73308564                 20.143654277870265       20.186197231555134       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00011435810831825518   0.01                     0.2755910411166648       2.5e-06                  0.3422309027777778       0.021579321              0.09633312               
17200                    31.084111759397718       75057590                 20.04731038111514        20.100146123978277       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00013724746413104453   0.01                     0.2734865571426994       2.5e-06                  0.35041360294117646      -0.15661687              0.49943885               
17600                    31.81878555615743        76800928                 20.451534055331994       20.300019401359517       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00013339569932882382   0.01                     0.26341693826458035      2.5e-06                  0.3586856617647059       0.00093703956            0.092329845              
18000                    32.55924834582541        78553877                 20.675376921553816       21.13860826661493        -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0001368527473175618    0.01                     0.2658458490623161       2.5e-06                  0.326904296875           -0.09707998              0.29896268               
18400                    33.29948036564721        80307407                 19.65566115382721        20.20653986150401        -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0001829233263325638    0.01                     0.26340882956762524      2.5e-06                  0.31112132352941174      0.027589023              0.11951933               
18800                    34.03561916682455        82050067                 21.603727755064813       19.8374013078095         -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0001423202582676216    0.01                     0.25563583807605833      2.5e-06                  0.3428819444444444       0.040986698              0.12021495               
19200                    34.78037433101071        83796142                 22.597700272404527       21.056819468448953       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00011465201565385996   0.01                     0.2657548282877542       2.5e-06                  0.3681640625             0.012315518              0.09367076               
19600                    35.52029729227225        85541311                 22.095430607598686       21.384176171168654       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00012244618007089766   0.01                     0.27108646567691774      2.5e-06                  0.3366268382352941       0.0043981816             0.13509415               
20000                    36.255968037247655       87284181                 20.970571828809007       22.326176778247984       -0.022590187409142648    0.6968339041914269       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00010753389064888097   0.01                     0.26969681173795834      2.5e-06                  0.32861328125            -0.010188409             0.19161202               
