Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.001850646005736457     4386                     4.334419123413305        4.665383424912227        -0.009323162738686682    1.8269534515933732       0                        0                        0.9999507999999999       0.049999999999999996     0.09997168221359842      0.0983196611450694       0.01                     0.35083154670428485      2.5e-06                  0.529052734375           -7.0774865               2.620619                 
400                      0.5624795675939984       1718385                  7.101026812678907        9.606746007167258        0.046609924819397776     1.4550938070295856       0                        0                        0.978526325              0.05                     0.08837222965547033      0.0025880300582845368    0.01                     0.2928986375713173       2.5e-06                  0.09949448529411764      -0.04410027              0.77257717               
800                      1.1214393859439427       3416054                  8.093710480806502        9.348358251963221        0.046609924819397776     1.4550938070295856       0                        0                        0.9573058750000001       0.05000000000000001      0.07821043249592702      0.002628129242700251     0.01                     0.29916520526303964      2.5e-06                  0.1169577205882353       0.080191426              0.7458843                
1200                     1.68075637433264         5112179                  9.701977144734975        10.827601534761358       0.046609924819397776     1.4550938070295856       0                        0                        0.9361047499999999       0.049999999999999996     0.06922482635091452      0.0028169789751272593    0.01                     0.2892389000557801       2.5e-06                  0.14705882352941174      0.36392048               0.89591515               
1600                     2.2388960424396727       6805766                  9.426015423036354        12.903769627657393       0.046609924819397776     1.4550938070295856       0                        0                        0.914933075              0.05                     0.06128196571168938      0.002632663360760917     0.01                     0.281845510499004        2.5e-06                  0.12660845588235295      0.17351931               0.6384304                
2000                     2.798259511391322        8497411                  11.26558118578578        12.851152834335522       0.046609924819397776     1.4550938070295856       0                        0                        0.8937892625             0.05                     0.054259171268866514     0.0028109728057589723    0.01                     0.28253956095260735      2.5e-06                  0.13304227941176472      0.02350752               0.7487561                
2400                     3.3581292195452583       10189728                 8.091740792216767        14.266710288697528       0.046609924819397776     1.4550938070295856       0                        0                        0.87263345               0.05                     0.0480378569995462       0.002630513230649419     0.01                     0.28543096934171286      2.5e-06                  0.1413143382352941       -0.08982715              0.6945514                
2800                     3.917600902583864        11877781                 9.811619293679673        12.749086254857492       0.046609924819397776     1.4550938070295856       0                        0                        0.8515331374999999       0.05                     0.042543463544694494     0.002501010235017234     0.01                     0.2951972219983445       2.5e-06                  0.16268382352941177      0.020633712              0.5554203                
3200                     4.478167307575544        13568186                 12.096154400502469       14.939039821122709       0.046609924819397776     1.4550938070295856       0                        0                        0.8304043125             0.05                     0.03767131506759366      0.0028693348884938612    0.01                     0.28009543951381655      2.5e-06                  0.15234375               0.046029814              0.55883324               
3600                     5.0379831999540325       15254297                 11.668666014898907       16.94199393505749        0.046609924819397776     1.4550938070295856       0                        0                        0.8093263                0.05                     0.033366891566097914     0.00372329430812148      0.01                     0.2817332266884692       2.5e-06                  0.20680147058823528      -0.014488514             1.0412259                
