Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0017769836717181735    4504                     2.2769627536727266       2.074636626114584        0.48190133546586345      2.0223156549066847       0                        0                        0.9999500875             0.05                     0.09997127218261444      0.17410206762360758      0.01                     0.37383087520720437      2.5e-06                  0.5029296875             -10.543642               3.1278057                
400                      0.5553910214371152       1715836                  7.344907153894528        9.994997562499698        0.2527751451034268       1.5301216073237571       0                        0                        0.978558475              0.05                     0.08838858624199078      0.0022336701018930935    0.01                     0.282007141970098        2.5e-06                  0.1831341911764706       0.0279138                0.5946276                
800                      1.1258608110083475       3433405                  9.359700689247745        13.84425455031963        0.2527751451034268       1.5301216073237571       0                        0                        0.9570881499999999       0.049999999999999996     0.07811247074108608      0.002113340652238762     0.01                     0.28166515544495163      2.5e-06                  0.17761948529411764      -0.24356598              0.948311                 
1200                     1.6983695990509458       5154856                  10.797358348137157       14.390328862973515       0.2527751451034268       1.5301216073237571       0                        0                        0.9355684375             0.05                     0.06901144066976762      0.0023446500423460748    0.01                     0.29747479589423165      2.5e-06                  0.239013671875           -0.16735648              0.5596828                
1600                     2.276536410384708        6894321                  13.648388278157016       18.07690988319398        0.2527751451034268       1.5301216073237571       0                        0                        0.9138270125             0.05                     0.060893022488807125     0.0028159422881264403    0.01                     0.30205191507497253      2.5e-06                  0.22863051470588236      -0.058660444             0.81145525               
2000                     2.8570206738842856       8635614                  14.080562498574926       20.982443210907377       0.2527751451034268       1.5301216073237571       0                        0                        0.8920609374999999       0.05                     0.05372202118170449      0.0035280669884135323    0.01                     0.2783613506601088       2.5e-06                  0.26041666666666663      -0.14729413              0.85762525               
2400                     3.4404999719725713       10376535                 18.968775246957026       28.204467053906          0.2527751451034268       1.5301216073237571       0                        0                        0.8703007125             0.05                     0.04739710121666925      0.005550656587956837     0.01                     0.2974531209329143       2.5e-06                  0.232666015625           0.07291487               1.0926384                
2800                     4.024596079985301        12117076                 18.726400515443494       29.681769956453433       0.2527751451034268       1.5301216073237571       0                        0                        0.8485412375             0.05                     0.041817021273679415     0.0057444684725316405    0.01                     0.29348429122611003      2.5e-06                  0.23230698529411764      -0.2233596               1.0964205                
3200                     4.610027754108111        13852149                 15.29371129226693        41.08153870453506        0.2527751451034268       1.5301216073237571       0                        0                        0.82685235               0.05                     0.036908880702907265     0.0069768182952429925    0.01                     0.28296349657466635      2.5e-06                  0.261474609375           -0.727334                1.2245977                
3600                     5.198553326659733        15595801                 19.796287796810454       37.36552104955686        0.2527751451034268       1.5301216073237571       0                        0                        0.805061225              0.05                     0.032557650927952486     0.006376211589285001     0.01                     0.2861508058482095       2.5e-06                  0.2676809210526316       0.2605294                0.9909785                
4000                     5.7880707346068485       17341507                 23.809085249093318       40.72110888630853        0.2527751451034268       1.5301216073237571       0                        0                        0.7832390499999999       0.05                     0.028714259769540753     0.00822746308565709      0.01                     0.2869801495431198       2.5e-06                  0.212890625              -0.39835882              0.9430593                
4400                     6.378516747686598        19086581                 24.077472935947874       38.80543475238502        0.2527751451034268       1.5301216073237571       0                        0                        0.7614206875             0.05                     0.02532513206275288      0.009790447251816659     0.01                     0.2847345931804739       2.5e-06                  0.202392578125           -0.28407472              1.3293871                
4800                     6.968618695603476        20829114                 23.754219948935095       44.2139527123649         0.2527751451034268       1.5301216073237571       0                        0                        0.73964105               0.05                     0.022341000845551417     0.009331502225369845     0.01                     0.2823635601602933       2.5e-06                  0.24333639705882354      -0.6564079               1.8713781                
5200                     7.556770451863607        22566321                 31.397604579864996       45.66775813190442        0.2527751451034268       1.5301216073237571       0                        0                        0.7179241000000001       0.05                     0.01971561142242267      0.007945257783028544     0.01                     0.2830786090892028       2.5e-06                  0.23621323529411764      -0.060995698             1.6242374                
5600                     8.147031472060416        24308117                 29.029529687764782       41.62603073409122        0.2527751451034268       1.5301216073237571       0                        0                        0.696155775              0.05                     0.017393598361995558     0.00789835866534203      0.01                     0.2912158557317323       2.5e-06                  0.2345920138888889       -1.0657864               1.3623861                
6000                     8.736733388900756        26049342                 35.32483605428374        54.536374171481384       0.2527751451034268       1.5301216073237571       0                        0                        0.6743879125             0.05                     0.015345102059565501     0.008083714985938666     0.01                     0.30404487257409424      2.5e-06                  0.26931423611111105      0.110366575              1.1855578                
6400                     9.327119713690546        27792525                 33.46780126943098        45.81453048964964        0.2527751451034268       1.5301216073237571       0                        0                        0.6525949375             0.05                     0.013535906436328167     0.009086660507498035     0.01                     0.28487340141745177      2.5e-06                  0.18083639705882354      0.1278979                0.97125417               
6800                     9.91895142449273         29541665                 35.0889266252762         51.53892929589492        0.2527751451034268       1.5301216073237571       0                        0                        0.6307347                0.05                     0.01193539372241987      0.008575860872310038     0.01                     0.26648903660037937      2.5e-06                  0.23345588235294118      -0.17494264              1.4803537                
7200                     10.512094129853779       31291163                 37.20788707180232        62.54121124217575        0.2527751451034268       1.5301216073237571       0                        0                        0.6088738375             0.05                     0.010524090976993751     0.007428100605102373     0.01                     0.27550314613617954      2.5e-06                  0.22128906250000002      0.085366175              0.88182527               
7600                     11.104525846309132       33038127                 36.812901418632926       57.583654563714205       0.2527751451034268       1.5301216073237571       0                        0                        0.5870284125             0.05                     0.009280492652743447     0.0117203369128915       0.01                     0.27741250099942966      2.5e-06                  0.24172794117647062      0.51089126               1.66616                  
8000                     11.6970479931434         34786202                 37.83594317422104        60.77132806303044        0.2527751451034268       1.5301216073237571       0                        0                        0.5651858875             0.05                     0.008183983003273065     0.010831763596797828     0.01                     0.2881038304418326       2.5e-06                  0.19589843750000002      -0.39220965              1.4332823                
8400                     12.2883538210392         36527772                 45.18431692765706        65.71117567305258        0.2527751451034268       1.5301216073237571       0                        0                        0.5434177499999999       0.05                     0.007220119323356803     0.008472057782845304     0.01                     0.28836501899751876      2.5e-06                  0.25167410714285715      0.14626203               1.3553756                
8800                     12.879818236695396       38270914                 50.118861039472506       58.09935803775605        0.2527751451034268       1.5301216073237571       0                        0                        0.5216358999999999       0.05                     0.006369271327663714     0.008986409635822798     0.01                     0.2826789026571946       2.5e-06                  0.2118252840909091       0.14763826               1.3581569                
