Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0022600814368989733    4121                     2.781973182220931        2.784922421634636        -0.036900516905962535    0.7221435417260516       0                        0                        0.9999542375             0.05                     0.0999736604568874       0.09171005790994968      0.01                     0.456210661388468        2.5e-06                  0.548095703125           -7.068785                3.110304                 
400                      0.7125716374980079       1735247                  2.677724837502078        2.8477190697568884       -0.02808498921389771     0.7035255893435876       0                        0                        0.97831455               0.05                     0.08826456292910256      0.00011825099649342974   0.01                     0.30024813988711685      2.5e-06                  0.113525390625           0.015177667              0.17273593               
800                      1.420418709317843        3464103                  3.098532944731497        2.9213221253981696       -0.02808498921389771     0.7035255893435876       0                        0                        0.9567045000000001       0.05000000000000001      0.07794015228268926      0.0001442642195503568    0.01                     0.29171308540903473      2.5e-06                  0.06985294117647059      -0.016324004             0.118231386              
1200                     2.1290699862109292       5192829                  3.2380271651609362       3.2188331705823865       -0.02808498921389771     0.7035255893435876       0                        0                        0.9350964375             0.05                     0.06882418760981866      5.955592079023037e-05    0.01                     0.28663021901293717      2.5e-06                  0.10546875               -0.0103928               0.10679981               
1600                     2.8359423023462296       6918744                  3.2736920985948457       2.983162467451204        -0.02808498921389771     0.7035255893435876       0                        0                        0.913520625              0.05                     0.06078571961746483      5.082712906911979e-05    0.01                     0.28758752864087         2.5e-06                  0.17138671875            -0.0043757125            0.102733694              
2000                     3.5471012561188804       8660372                  3.635606030101597        3.548377379769621        -0.02808498921389771     0.7035255893435876       0                        0                        0.891750175              0.05                     0.053626004155189276     5.705776568982615e-05    0.01                     0.29976201397092905      2.5e-06                  0.12431066176470587      0.009932264              0.10660671               
2400                     4.258088236186239        10405347                 3.995215256488092        3.945714550786215        -0.02808498921389771     0.7035255893435876       0                        0                        0.8699383875000001       0.05000000000000001      0.047298347613155774     3.839858401607565e-05    0.01                     0.2955967765301466       2.5e-06                  0.16199448529411764      -0.0053082644            0.07139048               
2800                     4.972250081234508        12159573                 3.7120301380708915       4.0286601852390795       -0.02808498921389771     0.7035255893435876       0                        0                        0.8480112375             0.05                     0.04168963508934408      4.132978724288371e-05    0.01                     0.2927380783812088       2.5e-06                  0.15739889705882354      0.004367329              0.09055357               
3200                     5.6832445465193855       13911010                 4.192190221144465        3.9522053443185534       -0.02808498921389771     0.7035255893435876       0                        0                        0.8261179625             0.05                     0.03675317870420158      5.0697317633688834e-05   0.01                     0.30005697922452407      2.5e-06                  0.17210477941176472      -0.014789286             0.11211506               
3600                     6.393213567005263        15662215                 4.574388783568477        4.391396741432509        -0.02808498921389771     0.7035255893435876       0                        0                        0.8042279125             0.05                     0.03240184806560583      4.4474987522763136e-05   0.01                     0.29659696657429724      2.5e-06                  0.13258272058823528      -0.0016188737            0.11088616               
