,root_pos,root_vel,root_orn,root_ang_vel,com_pos,com_vel,back_bkz_orn,back_bkz_vel,back_bkx_orn,back_bkx_vel,neck_ry_orn,neck_ry_vel,r_leg_hpy_orn,r_leg_hpy_vel,r_leg_kny_angel,r_leg_kny_vel,r_leg_akx_orn,r_leg_akx_vel,r_arm_ely_orn,r_arm_ely_vel,r_arm_elx_angle,r_arm_elx_vel,l_leg_hpy_orn,l_leg_hpy_vel,l_leg_kny_angel,l_leg_kny_vel,l_leg_akx_orn,l_leg_akx_vel,l_arm_ely_orn,l_arm_ely_vel,l_arm_elx_angle,l_arm_elx_vel,l_leg_akx_pos,r_leg_akx_pos
63,"[-0.12870048762416708, -0.01686792654884095, -0.016682194026455984]","[-0.5579168476940528, -0.42308518925435523, -0.1170053665710902]","(0.031642328199284475, -0.06324085203518108, 0.22740434587536174)","[0.9080838880129389, -1.1834471345214113, -1.2767461983171045]",[-0.09508632  0.37776431 -0.08132793],[ 0.91124804  0.10387209 -0.02491285],"(0.035051565178340564, -0.05707130880082558, 0.13598493962446923)","[0.7242013899337443, -0.9756663850410262, 0.6330761781590938]","(0.06629389223379377, -0.032815340939411825, 0.14131647084615204)","[0.27834073095812734, -0.9830896294566306, 0.6058895439776716]","(0.06216924381040072, -0.05214188965856137, 0.1417853703046447)","[0.09137634025157221, -0.10595053719353764, 0.5280867459215636]","(-0.0026348207455680504, 0.054544313840421466, 0.505492033266553)","[-1.1759780082489635, -0.01382907758450734, 1.0941296962897533]",0.8055581181408492,0.3592439394123199,"(0.08947500893677887, 0.05962924814696523, -1.111031076405633)","[0.013531884385234014, -0.05832705396579659, 1.1228172514620485]","(0.08526530818865874, -0.04793295176785736, 0.4469025411946419)","[-0.26063786641601727, -0.40752042384560433, 0.40752042384560433]",0.011451420837100323,0.7563447406431202,"(-0.1950214151031273, 0.4016543591138005, -0.0884452395848661)","[-0.3135027547855479, -0.562861108626496, -0.010852700060239626]",0.353680997709981,-0.003186239651779388,"(-0.0003065982042575808, 0.029246705725808866, -0.22656780667309565)","[-0.09390335356738604, 0.027638259563933367, -0.0061477146492406555]","(0.47619517192429517, 0.2611066917837475, -0.31621249096787296)","[-0.5719919011289832, -2.052342417815289, 2.052342417815289]",-0.2465018563981982,0.0012936163053823835,"[0.07553138486308775, -0.03392135254189091, -0.18787529384229135]","[0.027481494946730134, -0.2276685236910865, 0.0015954684188556195]"
64,"[-0.1309483326698473, -0.016887075970711152, -0.01774776001931901]","[-0.5318880432685367, -0.39464771146605626, -0.14170408537302887]","(0.02778918275112258, -0.06624922496727224, 0.23290007401701499)","[0.9514794047146253, -1.3530780931608628, -1.273833464867395]",[-0.09533536  0.37755778 -0.08138092],[ 0.90490354  0.1024168  -0.01942227],"(0.031191802881278534, -0.060050866042271146, 0.13984260610757482)","[0.7021987981319102, -0.9151914338891467, 0.6371384154963131]","(0.06569924581303412, -0.03753042066999291, 0.14416175560280245)","[0.29219948507862553, -0.9533546268663319, 0.6092535182386898]","(0.06228876478528884, -0.053336889011801926, 0.14454401385601617)","[0.11130983627435392, -0.11371074737078851, 0.5350486506998255]","(0.0022802778509402547, 0.05696368611461224, 0.5211071029027136)","[-1.1082423929488228, -0.09494436439593834, 1.1801263119387322]",0.8172344826018608,0.7864476893392748,"(0.09159079214456003, 0.05115852237214346, -1.1046797265008421)","[-1.8632532850020556, -1.1964027695734458, 1.2518934544528921]","(0.08354163694564967, -0.04990231594029425, 0.44119679886085245)","[-0.32615265827014533, -0.39759264989514287, 0.39759264989514287]",0.02102936673091671,0.7384215035114414,"(-0.19374721852839902, 0.399441570616118, -0.09468783839115312)","[-0.312120725187241, -0.5832122995078888, -0.010120389359227641]",0.35002453455559673,-0.003117806566251491,"(0.00029119864631142766, 0.029366985041004004, -0.22708325552115902)","[-0.08483133926301384, 0.02717700550980189, -0.005681193713880704]","(0.4778230256420451, 0.26632879076039145, -0.30665688572545996)","[-0.5806676407814395, -2.0506215699812556, 2.0506215699812556]",-0.2521219077162535,0.001044727612419638,"[0.07590229419431016, -0.03392305289358452, -0.18787091634963002]","[0.019177466208559646, -0.2285870737287599, 0.002816910846556747]"
65,"[-0.13312341530957073, -0.016842334054360752, -0.018884424294602895]","[-0.5220198335336341, -0.39646437266599477, -0.14064325613193832]","(0.023876502530450504, -0.06852343449332132, 0.23851171186812714)","[0.9553077832187904, -1.3382963258804206, -1.2420624251122598]",[-0.09554611  0.37747568 -0.08143924],[ 0.89847271  0.09997902 -0.01420766],"(0.027211632317358007, -0.062310560545551105, 0.14390815825828643)","[0.7067832451936709, -0.883093590248562, 0.6435914895009203]","(0.0653112386571231, -0.041584636150956505, 0.14706790038816492)","[0.3074480864927829, -0.9244437456232397, 0.614761191257325]","(0.06259872834367591, -0.05402041768452442, 0.14736417785014821)","[0.1323045373855694, -0.12013602502159837, 0.5440045222611762]","(0.007462893703290133, 0.058748887019176535, 0.5348111415954576)","[-1.1818770062548187, -0.10935062828103688, 0.9464992992173548]",0.8243848638448652,0.5805160753041319,"(0.08289671110703983, 0.047875056141567056, -1.0883494723634135)","[0.16733781365788428, 0.053242290154739066, 0.9688463018928261]","(0.08120139046348308, -0.05214461546594735, 0.4349726365584597)","[-0.38525898075834175, -0.3828394381967631, 0.3828394381967631]",0.029637189855223123,0.7114733736665012,"(-0.19253265887301318, 0.39789893888747774, -0.10113513495443527)","[-0.3155778028111007, -0.5985174821801394, -0.009576920506303134]",0.3458427753994399,-0.002182139875344241,"(0.0010267311190847502, 0.02976502392651361, -0.227698683383169)","[-0.07953585040819826, 0.02720833401896578, -0.005445028224401016]","(0.48006348899426193, 0.2710012654316712, -0.29682744587932985)","[-0.5879161651580672, -2.0424165890667867, 2.0424165890667867]",-0.2585636045945902,0.0008546236741554525,"[0.07624085165803718, -0.033820061352108674, -0.1878674151947491]","[0.010250171080545711, -0.22790118121179337, 0.0037110954916639433]"
66,"[-0.1352555892217423, -0.016803071346770504, -0.020021597718574216]","[-0.5117217389211772, -0.3965865683509794, -0.1393282460295132]","(0.019962504818311428, -0.07064740787039095, 0.24400563935833636)","[0.9575111261324376, -1.3054439063789471, -1.2115678192514985]",[-0.09578193  0.37737228 -0.08147529],[ 0.89237528  0.09746493 -0.00859023],"(0.02321962569996717, -0.0644321982032086, 0.1480205961002842)","[0.7089373551699552, -0.8531732679351166, 0.6500283143712785]","(0.06486168660365979, -0.045517639592793556, 0.15000224187815345)","[0.31981141252462886, -0.8949847132454433, 0.6204617003507679]","(0.0628266887405366, -0.054745942867587674, 0.15021880607816931)","[0.1512810329665128, -0.12934229732339234, 0.5534692780259458]","(0.012655924347388743, 0.0600894906909759, 0.5478812065799563)","[-1.1807627423984173, -0.2122806400927812, 0.7958846625303367]",0.8329001087078027,0.9080833440880876,"(0.0743962925003914, 0.0454963844204182, -1.0726681516618994)","[0.10219767872086616, 0.22006724659370266, 0.7922020032669521]","(0.07868281946166342, -0.05441998741598647, 0.42850796528916046)","[-0.4401113109487588, -0.37243170723057095, 0.37243170723057095]",0.038113810934747916,0.6799848829189042,"(-0.19132466135010257, 0.39629077487882663, -0.10757939339450938)","[-0.3174085232667839, -0.6119511247927765, -0.009049534748547035]",0.3416645098910239,-0.0013436644175284507,"(0.0017311155802954424, 0.03015072196844024, -0.228315162841278)","[-0.07273334570761228, 0.026782312452616322, -0.005252720082648823]","(0.4822751782352846, 0.2755715131479959, -0.2869539850235135)","[-0.5946679258714731, -2.0318287310121965, 2.0318287310121965]",-0.2650059972978369,0.0006876256957640825,"[0.07658460332639128, -0.03374290697152729, -0.18787527809306362]","[0.0016258804511448677, -0.22737048981724284, 0.004907304219977454]"
67,"[-0.1373533423033365, -0.016767966308670834, -0.021158067351211955]","[-0.5034607395826438, -0.3964176584309206, -0.1383304053517465]","(0.016085004691489945, -0.07263094473016204, 0.2493895678024862)","[0.9507285017451919, -1.2747845133876008, -1.183097948538222]",[-0.09604145  0.37724726 -0.08148735],[ 0.88594813  0.0954017  -0.00359498],"(0.01925458415396895, -0.06642439369627054, 0.15217679857147315)","[0.7018954456581344, -0.8254007606279078, 0.6560299856915351]","(0.06434008738415609, -0.04934387470110349, 0.15296608139880713)","[0.3347077398045587, -0.8689927994041995, 0.6266202990605797]","(0.06297111427451263, -0.0554841453197514, 0.1531079873696223)","[0.17061582819930066, -0.1315513321359768, 0.5625017182349428]","(0.018043502755801626, 0.06144816329802224, 0.5605480054599776)","[-1.221793585358065, -0.2050832308874485, 0.699688624540411]",0.8414298262401709,0.9115567847514624,"(0.06227025366860992, 0.04268999978480222, -1.0572400282335503)","[0.9598597604498965, 0.07863562163321522, 0.7395080346813961]","(0.07600613648596034, -0.05674475213121235, 0.42183618558559866)","[-0.4901063384320958, -0.3591112601005962, 0.3591112601005962]",0.04644354028932607,0.6447308689317124,"(-0.19012821615783312, 0.3946291731255583, -0.1140228857809987)","[-0.31823282809759995, -0.6224474573203793, -0.008473426847750085]",0.3374886470369149,-0.0007670273838793762,"(0.002412110445559973, 0.030524879034494853, -0.22893275979748146)","[-0.0677922537019959, 0.026545366739597565, -0.005049443768930152]","(0.48445768039925274, 0.28003414731407267, -0.2770492208061375)","[-0.6006058528587319, -2.0188474464929813, 2.0188474464929813]",-0.271448927921492,0.0005585247977586971,"[0.07693326272113032, -0.03369137925471011, -0.1878946039380811]","[-0.006952137387070456, -0.2269154833427251, 0.006093213622828442]"
68,"[-0.1394167425029016, -0.01673764458652316, -0.022287208569772017]","[-0.4952160478956214, -0.3946588390522773, -0.13718240952328553]","(0.012260628675142441, -0.07446168777820385, 0.2546491711855374)","[0.9404124569697643, -1.2409774365223134, -1.151413764989019]",[-0.09632598  0.37710251 -0.08147804],[0.87947625 0.09322085 0.00168529],"(0.01533327697052618, -0.06827513637418416, 0.1563754548482689)","[0.6909168697299071, -0.7947975284654111, 0.6619856054749007]","(0.06375310810142763, -0.053067542245332965, 0.15595964544990498)","[0.347997670194458, -0.8440495561481041, 0.6328484946252233]","(0.06303736356486243, -0.05624268746889109, 0.15603189905731898)","[0.18863420124918567, -0.13562216304488967, 0.5716923724838763]","(0.023478125480435177, 0.0628457882505618, 0.5731159223704816)","[-1.2235104845602776, -0.19245040429538013, 0.6765259202983991]",0.8499955662134097,0.9202021705603607,"(0.052348602782755285, 0.040215093845309496, -1.0419428111208047)","[0.4199109992416985, 0.1190924506700191, 0.6987133414720814]","(0.07318868734635249, -0.05910869597232196, 0.4149673902744268)","[-0.536212400126749, -0.34872225090970266, 0.34872225090970266]",0.05462444070858302,0.6090119244546287,"(-0.188951269080068, 0.39291409437599445, -0.12046545317371338)","[-0.31712239522502633, -0.6329066613993819, -0.007871991863528424]",0.3333163558020775,9.016124134691994e-05,"(0.0030746879980737907, 0.030887499882761585, -0.22955136705142665)","[-0.06406840614022939, 0.026295950538206773, -0.004840206554065671]","(0.4866104693298657, 0.28438705780743834, -0.26713202544802894)","[-0.6052579240018173, -2.0035052347879767, 2.0035052347879767]",-0.27789229243163716,0.000454392040134699,"[0.0772865567327734, -0.03366567271917764, -0.1879253554444668]","[-0.015418058612999719, -0.22648150758488572, 0.007490322682254108]"
69,"[-0.1394167425029016, -0.01673764458652316, -0.022287208569772017]","[-0.4952160478956214, -0.3946588390522773, -0.13718240952328553]","(0.012260628675142441, -0.07446168777820385, 0.2546491711855374)","[0.9404124569697643, -1.2409774365223134, -1.151413764989019]",[-0.09265846  0.37748346 -0.08146131],[0.87949747 0.09036019 0.00486825],"(0.01533327697052618, -0.06827513637418416, 0.1563754548482689)","[0.6909168697299071, -0.7947975284654111, 0.6619856054749007]","(0.06375310810142763, -0.053067542245332965, 0.15595964544990498)","[0.347997670194458, -0.8440495561481041, 0.6328484946252233]","(0.06303736356486243, -0.05624268746889109, 0.15603189905731898)","[0.18863420124918567, -0.13562216304488967, 0.5716923724838763]","(0.023478125480435177, 0.0628457882505618, 0.5731159223704816)","[-1.2235104845602776, -0.19245040429538013, 0.6765259202983991]",0.8499955662134097,0.9202021705603607,"(0.052348602782755285, 0.040215093845309496, -1.0419428111208047)","[0.4199109992416985, 0.1190924506700191, 0.6987133414720814]","(0.07318868734635249, -0.05910869597232196, 0.4149673902744268)","[-0.536212400126749, -0.34872225090970266, 0.34872225090970266]",0.05462444070858302,0.6090119244546287,"(-0.188951269080068, 0.39291409437599445, -0.12046545317371338)","[-0.31712239522502633, -0.6329066613993819, -0.007871991863528424]",0.3333163558020775,9.016124134691994e-05,"(0.0030746879980737907, 0.030887499882761585, -0.22955136705142665)","[-0.06406840614022939, 0.026295950538206773, -0.004840206554065671]","(0.4866104693298657, 0.28438705780743834, -0.26713202544802894)","[-0.6052579240018173, -2.0035052347879767, 2.0035052347879767]",-0.27789229243163716,0.000454392040134699,"[0.0772865567327734, -0.03366567271917764, -0.1879253554444668]","[-0.015418058612999719, -0.22648150758488572, 0.007490322682254108]"
70,"[-0.1413739313745157, -0.01669916269357985, -0.023390002704613447]","[-0.46972532918737886, -0.38833553895980677, -0.13914085051425226]","(0.008699998184032685, -0.07532122951697182, 0.2602624217645554)","[0.871610543025013, -1.3200223542014735, -0.9217459341502884]",[-0.09663561  0.37693756 -0.08144626],[0.86894504 0.09052475 0.00533954],"(0.011683537609860755, -0.06913430899533887, 0.16058268299336675)","[0.6262056430293163, -0.5601044057466592, 0.6575928109458365]","(0.06305584215827859, -0.0567474198106886, 0.15890375420059474)","[0.37344950955397455, -0.8341904498958969, 0.6207537911354316]","(0.06307681251240661, -0.05665535101659584, 0.15890172084715942)","[0.19587253976315067, -0.05310653295892153, 0.5538938273592949]","(0.029258652203369387, 0.0643197897353186, 0.5871522696986072)","[-1.273148329844623, -0.1625868507655701, 1.0291277872967797]",0.8585900293398613,0.9270957273314779,"(0.04440984293758302, 0.0373774140506469, -1.0251732659451829)","[-0.05217833220480004, 0.012158907617906426, 1.0528959939751734]","(0.0703902393864828, -0.060852102560754275, 0.4077308739183549)","[-0.5466137543995522, -0.4935657085395633, 0.4935657085395633]",0.06310620563386482,0.6812194059005776,"(-0.1877943779061396, 0.3909095190025048, -0.1268566098487696)","[-0.3114920012991961, -0.7009968410172772, -0.006377527653066088]",0.3291566443283891,0.003109303917070069,"(0.003752617745003128, 0.03124150683782806, -0.23016902350856727)","[-0.06868793847188161, 0.026819725019069988, -0.0036140983706631777]","(0.4888036701393317, 0.2886513394308168, -0.25720402480293425)","[-0.5926547241468132, -1.9923326119327986, 1.9923326119327986]",-0.2843359797297538,0.00037692292697455443,"[0.07764450906485743, -0.03366761857289832, -0.18796605598364496]","[-0.023770315127099373, -0.22605282885525058, 0.009076315382484143]"
71,"[-0.1432524633558273, -0.01665668197788217, -0.024471858424893616]","[-0.4508476755147949, -0.3833103194651016, -0.140100567975288]","(0.005307681809769857, -0.07554053901649203, 0.26615125873586154)","[0.8278910038201188, -1.3829273207188588, -0.7720421800023118]",[-0.0969868   0.37674976 -0.081399  ],[0.85984099 0.08884892 0.00956703],"(0.008205836417004, -0.06933903748729789, 0.16480824478606979)","[0.5857361123081262, -0.40615113024789035, 0.6583904820849608]","(0.062268592796749796, -0.06035299121740205, 0.1618321437600896)","[0.3935163502516972, -0.8166587450938523, 0.6162489818798004]","(0.06304475015114742, -0.056982099425046, 0.16175811940151485)","[0.2133374450743199, -0.03235314618554834, 0.5497561136804315]","(0.035349913528601375, 0.06588669043808618, 0.6018920657710627)","[-1.3240757331157293, -0.1291699974039332, 1.1976146029732948]",0.8671923640033184,0.9289848962127993,"(0.036792213755538546, 0.034394438597063634, -1.0076385327384443)","[-0.13336911018319664, -0.05552782829389499, 1.2334430182809093]","(0.06750232873131545, -0.06240162372751039, 0.40027929483014846)","[-0.5809159979921215, -0.5392597536822739, 0.5392597536822739]",0.07166168735299511,0.6989114364242314,"(-0.18666129528031683, 0.3886970500534107, -0.13321473426740235)","[-0.30658523510322555, -0.7490176768108725, -0.005402135690425955]",0.325001721592065,0.00425860088450961,"(0.004424656029639879, 0.031585923751557506, -0.2307866449770935)","[-0.06813226107310504, 0.027131019165160628, -0.0029230392573295037]","(0.4910098392155457, 0.29278783729037244, -0.24729301400746917)","[-0.5846269879113087, -1.9699568381760793, 1.9699568381760793]",-0.2907799677950754,0.0003047387977823113,"[0.07800702781113189, -0.03369577471599401, -0.18801720626235166]","[-0.032000384257924175, -0.2256505259402667, 0.010829447543813084]"
72,"[-0.14506841066925158, -0.016612864056179122, -0.025533719254754353]","[-0.43582735522181526, -0.37851154576443996, -0.14042149741656731]","(0.00204410518934264, -0.07531209538691233, 0.27222772433303216)","[0.7958942810837342, -1.4261823423675126, -0.6689142102117971]",[-0.09737369  0.37654368 -0.08133378],[0.85164397 0.08771536 0.01411013],"(0.004856773756962926, -0.06908792405395058, 0.1690570983014721)","[0.555964736777466, -0.29978868220076343, 0.6619859055511406]","(0.061403925116298594, -0.06386673235919173, 0.16476518995425862)","[0.41025400099760106, -0.7947123483330338, 0.616378766691563]","(0.06293062010485456, -0.05730526679917503, 0.16462380174549496)","[0.2329898409393753, -0.031060401704882768, 0.5523259666805524]","(0.0416998172614872, 0.06756129108335238, 0.6169614268442907)","[-1.3674914909575058, -0.09262617609340226, 1.2758773988346044]",0.8757719128793342,0.923516307226846,"(0.02943329452459582, 0.031322282979027206, -0.9897031482731201)","[-0.2033618005251378, -0.11614595860335905, 1.3246424696939048]","(0.06451400771142594, -0.06389279947220067, 0.3926604701709048)","[-0.6173659967559144, -0.553626433833307, 0.553626433833307]",0.08016916001177543,0.6873892619402336,"(-0.18555720117765767, 0.3863290174742047, -0.1395512120531289)","[-0.30143962596949486, -0.784188839281758, -0.004678705133283306]",0.3208479160347045,0.0045267238357839315,"(0.005082959361796041, 0.031922021898173746, -0.23140480615572087)","[-0.06563773329764169, 0.0277455203281884, -0.0024847822256475983]","(0.493210386107222, 0.2967880903090132, -0.23741820981407274)","[-0.5795455983217603, -1.943825206706731, 1.943825206706731]",-0.2972242151759409,0.00024250306727763293,"[0.07837383593138669, -0.03374934216983226, -0.18807912553120926]","[-0.04010934961387824, -0.2252791792910544, 0.012760707898772164]"
73,"[-0.1467463202877688, -0.01651046052445082, -0.026600212686911623]","[-0.36688505597801635, -0.3345419845001816, -0.156633771651767]","(-0.0011291423993998817, -0.07454496697981534, 0.2780726994540605)","[0.8204621307438201, -1.579035583381836, -0.3643407563006437]",[-0.09778679  0.3764234  -0.08123224],[0.84405023 0.0868589  0.01882829],"(0.001573663909994828, -0.06829816140865565, 0.1729879810186087)","[0.5312708608293886, -0.22191011679890096, 0.6669637528582277]","(0.06031914531824419, -0.06705743023773869, 0.16758328059428917)","[0.4249314169046569, -0.7702161852552196, 0.6192172970476539]","(0.06258386386590041, -0.0574255459568472, 0.16737810184439822)","[0.25244826071644055, -0.034834357223609294, 0.5582557885007114]","(0.04822599972335628, 0.06913311320207997, 0.6318779626228653)","[-1.404478631810799, -0.056912157142531505, 1.3039547609820648]",0.8823113697698499,0.917212621970197,"(0.021981067954899732, 0.028626276027728482, -0.9687181320248677)","[-0.26761121032214397, -0.17259320049908564, 1.3661310660979133]","(0.06101478906079727, -0.06568067192131653, 0.384609436068951)","[-0.6511951890906361, -0.5569598239763374, 0.5569598239763374]",0.0881126542453925,0.660512059965787,"(-0.18443814171702774, 0.3842823940095244, -0.14564639710217714)","[-0.2960105234330659, -0.8111327116094866, -0.004097471925730838]",0.31690748533066226,0.00435942464563344,"(0.0056799332858977316, 0.032189807520574376, -0.23197769793312067)","[-0.06221364006694562, 0.028499418033338494, -0.0021763417335344468]","(0.49564926342000093, 0.3003853340825853, -0.22757924283958422)","[-0.5755710311459094, -1.913660938318986, 1.913660938318986]",-0.30364361239757487,0.00018967830428745502,"[0.07871895269497875, -0.03377135001481589, -0.18808931999965134]","[-0.04844234914170753, -0.2241464103090694, 0.014859042787927615]"
74,"[-0.14822761570053866, -0.016306143158887676, -0.02768952233832897]","[-0.3555108990647823, -0.32959704284922636, -0.15614045190652673]","(-0.004232282358095624, -0.07315272216710214, 0.2833680619805337)","[0.7975773032853218, -1.5922256509462263, -0.30525798252074793]",[-0.09822032  0.37646712 -0.08108105],[0.83687495 0.08613149 0.02365089],"(-0.0016833610019948886, -0.06688923220285434, 0.17634031750878618)","[0.5089755701872948, -0.161318893475109, 0.6725000624174088]","(0.05890697870662264, -0.06975124516710758, 0.17019504582862777)","[0.43824074164855253, -0.7442954404935407, 0.6235660451125172]","(0.06189495433721852, -0.057176810214177344, 0.16992713311323987)","[0.2710850546303731, -0.0390104373287067, 0.5658415286547944]","(0.05486085363688692, 0.0704370406962017, 0.6463158269987639)","[-1.4360366456528597, -0.023426939034742356, 1.3037328709427392]",0.8852924323414251,0.9125629014934239,"(0.014185443166778413, 0.026699003096644382, -0.942642781281123)","[-0.32686637188954876, -0.22690339435783918, 1.379762304287469]","(0.056707001100900885, -0.06802676597514902, 0.3759237706681663)","[-0.6814076885967724, -0.5565135228007031, 0.5565135228007031]",0.09511737903860201,0.6258417386818251,"(-0.183276842209189, 0.38291439404457667, -0.15133748808722625)","[-0.29029805958515037, -0.8328074018172292, -0.0036099451738935487]",0.31334190814862145,0.0040358672858396075,"(0.006181620375791552, 0.032343210714268565, -0.23247253518315728)","[-0.05851242638668666, 0.0293057045829789, -0.0019418305916044129]","(0.49850819643660016, 0.3033727176426914, -0.21777449131668136)","[-0.5718149121434866, -1.8804776601949587, 1.8804776601949587]",-0.3100191370004175,0.00014530616619018444,"[0.0790242351662519, -0.03371625865152822, -0.18800369114901172]","[-0.057283478622945805, -0.22166716882006637, 0.017113812630292158]"
75,"[-0.1496651377186059, -0.016105083024399947, -0.028757530210182188]","[-0.345005284336138, -0.3244846157538343, -0.15535871644841404]","(-0.007229786871409126, -0.07153787992409223, 0.2886783166802954)","[0.7764406050959642, -1.596098832735001, -0.2562411918268879]",[-0.09868322  0.37649665 -0.08090964],[0.8300042  0.08544932 0.02854303],"(-0.004843017943084559, -0.06525998453843003, 0.1797154285069754)","[0.48789535721005994, -0.11139953067466862, 0.6781279161503859]","(0.0574365439564927, -0.07233298846512143, 0.17283624149920532)","[0.4505530096430339, -0.7176328121932185, 0.6286827827757886]","(0.06113253906901658, -0.05694298823112517, 0.17250825763097516)","[0.2887986972206757, -0.042240261673868615, 0.574162618900174]","(0.06165487622281926, 0.07183229540118226, 0.6606935764718498)","[-1.4629861364195154, 0.007586923058415546, 1.287480455753692]",0.8882635817602624,0.9101837448363235,"(0.006601884744051857, 0.02480186271781216, -0.9165512389153122)","[-0.38161643233331666, -0.28026305732618373, 1.3778389000535622]","(0.05234849108544172, -0.07040398642036624, 0.36711877121832)","[-0.7080699543791429, -0.5549903706268555, 0.5549903706268555]",0.10196216633462535,0.5874567393571406,"(-0.18216200165112267, 0.38145970559688097, -0.15702803187311298)","[-0.28432674257009155, -0.8510717883335681, -0.0031905721245068415]",0.30977485195999754,0.0036809057058924746,"(0.006665092336673344, 0.0324887013864263, -0.23297073727443177)","[-0.05479975931869207, 0.030110419437951282, -0.0017505446057765996]","(0.5013361206762547, 0.30619155282859983, -0.208041623237176)","[-0.5677653763791025, -1.845196206117581, 1.845196206117581]",-0.3163948157527734,0.00010831028300889445,"[0.0793353157540505, -0.03368220800821184, -0.18793421517583753]","[-0.06604061454439758, -0.21924620504364, 0.01954306818945134]"
76,"[-0.15106128993699408, -0.01590830112478836, -0.029803491642661942]","[-0.3350765324131726, -0.31919347030420425, -0.15433194007815665]","(-0.010123177458508882, -0.0697272870036862, 0.2939758795566427)","[0.7563897544126057, -1.5936620577983278, -0.21350260716860792]",[-0.09917417  0.37651216 -0.08071771],[0.82336845 0.08476625 0.0334907 ],"(-0.007907388972186525, -0.06343855781527383, 0.18311117342285912)","[0.4675264373318899, -0.06820846470980332, 0.6835794849960791]","(0.05591115272871343, -0.07480118026663046, 0.17550815623900848)","[0.46207129799331625, -0.6906377265834235, 0.6341032235630362]","(0.06030021791236285, -0.05671894033902942, 0.17512282464469686)","[0.30563113104856093, -0.044264426698988696, 0.5826943579769538]","(0.06858897177579612, 0.07331085883152577, 0.6749749493896894)","[-1.485967061298886, 0.036330663363282195, 1.2622036920506456]",0.8912338717359163,0.9099774784722725,"(-0.0007822687894274525, 0.022934664877364886, -0.8904756869558893)","[-0.4322456132047944, -0.3333163170914238, 1.3674092040010724]","(0.047957240119519726, -0.07280784051297179, 0.3582047751203021)","[-0.7305441898674212, -0.5548794612128585, 0.5548794612128585]",0.10864199799110552,0.5478673858667689,"(-0.181095291758431, 0.3799273429461352, -0.162720045202014)","[-0.27812150170479727, -0.8671034557299202, -0.002829066747703335]",0.306206423259125,0.0033515027662363445,"(0.007130830840717014, 0.032626172861522806, -0.23347238343781365)","[-0.05120099021812758, 0.03089404030283297, -0.0015885176190664554]","(0.5041320829144837, 0.30883924416490355, -0.1983889562159585)","[-0.5631110085970756, -1.8085067100782952, 1.8085067100782952]",-0.3227706224129267,7.761241164444543e-05,"[0.07965200690782659, -0.03366862923014864, -0.18788093983994764]","[-0.07471480249577744, -0.21688369174275207, 0.022139595148617047]"
77,"[-0.15241779976211645, -0.015716718181361222, -0.030826492750503306]","[-0.32556235802935807, -0.3136829923909893, -0.15308419059390085]","(-0.012913020526809444, -0.06773866935400753, 0.2992423778117881)","[0.736979236505883, -1.5870831377932972, -0.17481730854881705]",[-0.09969216  0.37651367 -0.08050501],[0.81692308 0.08404682 0.03848925],"(-0.010877225000926225, -0.061443353055736706, 0.18652504979006101)","[0.44754209789508653, -0.029399464372380057, 0.6887033323251764]","(0.054333904977451906, -0.07715515412813712, 0.17821074394170444)","[0.4728843128478878, -0.6635599597162347, 0.6395494504482243]","(0.05940146525754341, -0.0564997641454431, 0.1777707054168163)","[0.3216299888492591, -0.045178902047400944, 0.5911425642299099]","(0.07564410786304031, 0.07486924102031373, 0.6891524079907885)","[-1.5045828214837886, 0.06414176170913766, 1.2348274357282256]",0.8942045106249872,0.9100612176924152,"(-0.00781042030054527, 0.021114013457270268, -0.8644316064675169)","[-0.519235121973225, -0.381832903594608, 1.3525852026654102]","(0.04354603793595181, -0.07524041945450217, 0.349192926350521)","[-0.7500317890183769, -0.5545822021301979, 0.5545822021301979]",0.11515551974743471,0.507953009830542,"(-0.1800782132562006, 0.3783234741529058, -0.16841457366115714)","[-0.2716149069689934, -0.8815837398085282, -0.0025212697924542025]",0.30263650751042304,0.0029946112871511096,"(0.007580699688433038, 0.032755415708037534, -0.23397742354056175)","[-0.04804740793018739, 0.03162987251866109, -0.0014498630447883128]","(0.5068964895435258, 0.3113153251833223, -0.18882379461076)","[-0.5576373591187717, -1.7708638316330483, 1.7708638316330483]",-0.329146543608398,5.012393530151593e-05,"[0.0799741341121073, -0.033675692930702855, -0.18784389678812632]","[-0.08330622215864658, -0.21457819236584413, 0.024901180255044272]"
