,root_pos,root_vel,root_orn,root_ang_vel,com_pos,com_vel,back_bkz_orn,back_bkz_vel,back_bkx_orn,back_bkx_vel,neck_ry_orn,neck_ry_vel,r_leg_hpy_orn,r_leg_hpy_vel,r_leg_kny_angel,r_leg_kny_vel,r_leg_akx_orn,r_leg_akx_vel,r_arm_ely_orn,r_arm_ely_vel,r_arm_elx_angle,r_arm_elx_vel,l_leg_hpy_orn,l_leg_hpy_vel,l_leg_kny_angel,l_leg_kny_vel,l_leg_akx_orn,l_leg_akx_vel,l_arm_ely_orn,l_arm_ely_vel,l_arm_elx_angle,l_arm_elx_vel,l_leg_akx_pos,r_leg_akx_pos
327,"[-0.4266716764913332, 0.02116071645366946, 0.2764031712224691]","[-0.2956808871039418, 0.36528030908622716, 0.1813655264579293]","(-0.1180053427272937, -0.14463693945962208, 0.4270259992320288)","[-0.0965292038998628, 0.20375940164918882, -0.14648813853618087]",[-0.34498753  0.39210599  0.23043621],[ 0.80461086 -0.03299461  0.37273912],"(-0.11020631730730024, -0.1535467052768676, 0.3379830143555101)","[-0.18194523165014237, -0.09329357981065944, 0.5267437605599083]","(0.12580367703911433, -0.414916419535593, 0.2945727844915863)","[0.3085437053272306, 0.01725485315501185, 0.622073563761685]","(0.1824246316207297, -0.2847514857746653, 0.2739216211413786)","[0.6100599990322121, -0.7487872911305598, 0.8608665229545518]","(0.35391572187957365, 0.032209818771178546, 0.10636727343930372)","[-0.7024446425855554, 0.9099885255594415, -0.22926250440553675]",-0.0937460876743649,2.9658288279260683,"(0.25387391004998217, -0.18653534743616776, 0.1711897340827539)","[-1.250963241559873, 1.5571723000304845, -0.48300972900166605]","(-0.11485914513899553, 0.26379977359961293, 0.7669992390289503)","[0.18507519219641136, 0.41981768029167543, -0.41981768029167543]",-0.1827159530693399,0.013148116990509745,"(-0.012863465750662805, 0.11934045055353928, 0.3694246191680831)","[0.3234677972240886, -0.947497189734217, -0.06496873339255467]",0.06891673459108853,-0.007996734022232582,"(0.061569743886672246, 0.06936569900011337, 0.3054177637514042)","[-0.0005087444846041501, -0.03146026954645204, 0.004181732766411409]","(0.48314506862218043, 0.8571584987568104, -0.08608038308553756)","[-0.3661222300198503, -0.6665648807814697, 0.6665648807814697]",-0.15291650632048576,0.0865313153217834,"[-0.7662911965367176, -0.07773516839152789, 0.2581412147565948]","[-0.14791604625275445, -0.002246086423659213, 0.6428815157775754]"
328,"[-0.4278778933138754, 0.021341834329748233, 0.2780499099579695]","[-0.28949203741014295, 0.36095592606528987, 0.18706093090994197]","(-0.11838231369249122, -0.14614134398878786, 0.42820078174355336)","[-0.08807696716249536, 0.1876656780702036, -0.12948782572353584]",[-0.34561671  0.39227179  0.2324004 ],[ 0.80720273 -0.03623745  0.37740212],"(-0.1106074760548706, -0.1549888187389882, 0.3406100102841024)","[-0.17295149220310368, -0.075950300633128, 0.5323777031352248]","(0.12232173510347744, -0.41612498860502667, 0.2976485334704649)","[0.33499042228617504, 0.024894688651252245, 0.6305031240772585]","(0.17806382365246654, -0.28932175612278604, 0.2771244850194561)","[0.6276145415238886, -0.7131255880634767, 0.8596393421794979]","(0.3550117115356574, 0.035344573302986265, 0.10341380847441206)","[-0.6700851509017661, 0.9705872532548452, -0.2660557094773025]",-0.07808319196596283,2.88215989261341,"(0.25872011955701923, -0.17949613827871583, 0.1644873468604077)","[-1.20674700177727, 1.6292853694843665, -0.5197041409438933]","(-0.11399720933916498, 0.26307709542763263, 0.7658691060496194)","[0.2214516940760967, 0.34564286752008744, -0.34564286752008744]",-0.1838458183660585,0.014293747244283242,"(-0.015671669769855113, 0.11293992228464035, 0.36792254115680034)","[0.3192449337271549, -0.959118745288926, -0.06707899762892984]",0.06620582836281727,-0.008081793357045536,"(0.053715718661746494, 0.06908997472392613, 0.3108850501501735)","[-0.0003886192184462162, -0.03173712531002213, 0.004187695986135463]","(0.4826190955037573, 0.8607283334787819, -0.086807493890854)","[-0.3399501118163533, -0.6559053923893942, 0.6559053923893942]",-0.15347541864904252,0.07571943548215722,"[-0.7712000222510209, -0.07759742068065711, 0.25731879233890564]","[-0.1361043973544631, -0.0018518252329270124, 0.647848046868812]"
329,"[-0.4278778933138754, 0.021341834329748233, 0.2780499099579695]","[-0.28949203741014295, 0.36095592606528987, 0.18706093090994197]","(-0.11838231369249122, -0.14614134398878786, 0.42820078174355336)","[-0.08807696716249536, 0.1876656780702036, -0.12948782572353584]",[-0.34225532  0.39211848  0.23398011],[ 0.80642261 -0.03680413  0.3791581 ],"(-0.1106074760548706, -0.1549888187389882, 0.3406100102841024)","[-0.17295149220310368, -0.075950300633128, 0.5323777031352248]","(0.12232173510347744, -0.41612498860502667, 0.2976485334704649)","[0.33499042228617504, 0.024894688651252245, 0.6305031240772585]","(0.17806382365246654, -0.28932175612278604, 0.2771244850194561)","[0.6276145415238886, -0.7131255880634767, 0.8596393421794979]","(0.3550117115356574, 0.035344573302986265, 0.10341380847441206)","[-0.6700851509017661, 0.9705872532548452, -0.2660557094773025]",-0.07808319196596283,2.88215989261341,"(0.25872011955701923, -0.17949613827871583, 0.1644873468604077)","[-1.20674700177727, 1.6292853694843665, -0.5197041409438933]","(-0.11399720933916498, 0.26307709542763263, 0.7658691060496194)","[0.2214516940760967, 0.34564286752008744, -0.34564286752008744]",-0.1838458183660585,0.014293747244283242,"(-0.015671669769855113, 0.11293992228464035, 0.36792254115680034)","[0.3192449337271549, -0.959118745288926, -0.06707899762892984]",0.06620582836281727,-0.008081793357045536,"(0.053715718661746494, 0.06908997472392613, 0.3108850501501735)","[-0.0003886192184462162, -0.03173712531002213, 0.004187695986135463]","(0.4826190955037573, 0.8607283334787819, -0.086807493890854)","[-0.3399501118163533, -0.6559053923893942, 0.6559053923893942]",-0.15347541864904252,0.07571943548215722,"[-0.7712000222510209, -0.07759742068065711, 0.25731879233890564]","[-0.1361043973544631, -0.0018518252329270124, 0.647848046868812]"
330,"[-0.4290455376003701, 0.021524077676387643, 0.27971567686755355]","[-0.2802346287587226, 0.3655226878453541, 0.1867908179753824]","(-0.11820902202441018, -0.14742310131314038, 0.4284853040419733)","[-0.18937723682902285, 0.3916383002229151, -0.051609309537729305]",[-0.34623515  0.39242201  0.23438548],[ 0.8091127  -0.03586916  0.37929945],"(-0.11054402895253261, -0.1561060478020395, 0.34329734103363335)","[-0.2881919952302507, -0.00034795241981007766, 0.5546745116339493]","(0.11858095291998207, -0.41736258417923294, 0.30093182912165395)","[0.37568660119812103, 0.02092988248564416, 0.6760844729520545]","(0.1726220779969988, -0.2958744426021892, 0.2807992322797566)","[0.8505086237887536, -1.1673340935504606, 1.043344255171268]","(0.355539201038135, 0.037849266942391074, 0.09983585418663062)","[-0.5365383810546943, 0.778913321269932, -0.3534593589735664]",-0.06065511860799447,3.3058025285093158,"(0.26237223529377773, -0.1743215608882435, 0.15735190941107977)","[-0.8984639706803067, 1.172821431183375, -0.5100523907937394]","(-0.11300423676731827, 0.2622726808412847, 0.7650811332839178)","[0.2316916084642377, 0.37347688934696666, -0.37347688934696666]",-0.18502942533165845,0.0013957467127373724,"(-0.01846993338026936, 0.10655375177593979, 0.36642362300740455)","[0.31861504173338484, -0.9545881499645512, -0.07147999275224788]",0.06347910927505857,-0.011876879634039494,"(0.045789797083827063, 0.06880836661027824, 0.3163148017513469)","[0.011574967538499447, -0.042569976531339586, -0.00016268790905399452]","(0.480648304968907, 0.8633945570475562, -0.08897676486119134)","[-0.42335856400957056, -0.3592849152999523, 0.3592849152999523]",-0.1523912715224142,0.47005370472656366,"[-0.7761013913814752, -0.07746037797275873, 0.25649916502582304]","[-0.12404069049988342, -0.0015235299944577757, 0.6525401878662908]"
331,"[-0.43021182551592396, 0.021671582903575626, 0.28142199772188714]","[-0.2876721626394514, 0.3475526107523166, 0.2167216104214882]","(-0.11710425653302935, -0.14810683010201436, 0.42794766973643655)","[-0.4924499336631257, 0.019646388381106716, 0.15404824793832433]",[-0.34687978  0.39256511  0.2363676 ],[ 0.8117641  -0.03683935  0.38246391],"(-0.10964351908980541, -0.15651369821328467, 0.34567358894211664)","[-0.33987162593566217, 0.03371122021471874, 0.5706900806185345]","(0.11498626494011195, -0.41811662945069417, 0.3042346378253674)","[0.4110906689549765, 0.018665468333255136, 0.7061638394698526]","(0.1670299508830527, -0.30250088458488184, 0.2846444293335925)","[0.9425990384516311, -1.30081229514034, 1.1119451119617865]","(0.35583703531343225, 0.04102252884843638, 0.0962541166164292)","[-0.45249359920654075, 0.7384361430341995, -0.4214884016050502]",-0.04215521964699015,3.3956026638780354,"(0.26593570534168054, -0.1688931037113834, 0.1490591405192012)","[-0.8298715185583809, 1.1614348018182938, -0.5871768693934469]","(-0.11139908604251747, 0.2614414342665626, 0.7640709267562281)","[0.2665096119876852, 0.3346391861553109, -0.3346391861553109]",-0.18600846790472647,-0.014843657113723721,"(-0.021099551214778762, 0.09993528246770532, 0.3662503086925645)","[0.316502023426492, -0.9536853551618114, -0.0729672178332813]",0.0661983420272002,-0.012226286416289645,"(0.04084226927832531, 0.06790872253410143, 0.3148029099024371)","[0.0035430610734004516, -0.040779250013872406, -0.0002552012041536727]","(0.4781864418814115, 0.8655776047785758, -0.09144325894569419)","[-0.43869404802677125, -0.21414624294560675, 0.21414624294560675]",-0.15051031448996807,0.6374863311088692,"[-0.7797272483076216, -0.07662146751831478, 0.25562153398380627]","[-0.11180745317900453, -0.0011903113178689528, 0.6568830599310972]"
332,"[-0.43139553691495736, 0.021760744205541416, 0.28318667073621]","[-0.2840907357679975, 0.34395834091017685, 0.21987093831423588]","(-0.11476746319770015, -0.14789419442531698, 0.42658282762845406)","[-0.5053176965329089, 0.06823901219604026, 0.16924079141945297]",[-0.34757083  0.39268987  0.23834334],[ 0.81488832 -0.0385358   0.38631442],"(-0.10760845909950784, -0.1559100362935526, 0.34747931767205337)","[-0.3562934167284992, 0.04928337802491642, 0.5827158478351588]","(0.11181877008924092, -0.4180367097475924, 0.3074305570461124)","[0.4434299904635106, 0.018008566673027387, 0.7268344072923858]","(0.16175527175409754, -0.3083411822744996, 0.28849837157242997)","[0.9854833727891861, -1.316668977601159, 1.135056431427598]","(0.3560854284675879, 0.045589677560716316, 0.0930186231283786)","[-0.39261279387993764, 0.7565166266307916, -0.4793755403742969]",-0.022584453969492713,3.369880678476019,"(0.26955498477572043, -0.1627323106583151, 0.13914305901247473)","[-0.7842692445467727, 1.2287331360570661, -0.6594192250916856]","(-0.10887630836602354, 0.2605834726376341, 0.762466203161442)","[0.311264658855149, 0.2598518721290313, -0.2598518721290313]",-0.18658235179896893,-0.02792774244250326,"(-0.02345435259195344, 0.0929174905601259, 0.36830053707185884)","[0.31168432791484363, -0.9552586063548449, -0.07420856753391794]",0.07811682915272593,-0.01199798726970791,"(0.040953860802249706, 0.06587434755013871, 0.3015954814743327)","[0.0017401139157924327, -0.03969074037885706, -4.2511765918733215e-05]","(0.4757387960649625, 0.8674199979377737, -0.09353364346861184)","[-0.42288655331323105, -0.1331154300830758, 0.1331154300830758]",-0.1482224796277752,0.6949462015596632,"[-0.7811844413026299, -0.07462438562480066, 0.25466119597466164]","[-0.0994663143901997, -0.0008447718991441977, 0.6608161118508169]"
333,"[-0.4325644280981129, 0.021833236002814282, 0.28493055263029954]","[-0.28053388395733236, 0.3389684720541911, 0.2238716194405412]","(-0.11243636225525803, -0.14765810105888755, 0.42514975147331313)","[-0.5016024836112618, 0.08391881272322241, 0.17595837203207604]",[-0.34824772  0.39280315  0.24033565],[ 0.81832941 -0.04074585  0.3905733 ],"(-0.10558715876261458, -0.15527776912329097, 0.34932110093597973)","[-0.3538960062882359, 0.05681099124011799, 0.5918283824771031]","(0.10849851926729935, -0.41794944361072445, 0.31069426247111304)","[0.4738872706226604, 0.019086260759805768, 0.7415748682579364]","(0.1563352466585214, -0.314051711031776, 0.2924319357074588)","[1.0096849070307783, -1.2893058587598443, 1.1393974578446249]","(0.35611651611324824, 0.05038833675451383, 0.08964655756636278)","[-0.34367591225377225, 0.7979484969202911, -0.5283975877243458]",-0.003303641340348662,3.3002919468712153,"(0.27299028068091874, -0.15621066777663942, 0.1291013943583943)","[-0.740237577552225, 1.3032652567767062, -0.7170117463700332]","(-0.10615399043979043, 0.26010833307024933, 0.7608907048591532)","[0.3574903692023366, 0.16933199955938838, -0.16933199955938838]",-0.18719675969652882,-0.03765350323868817,"(-0.02578940375739189, 0.0858821222472063, 0.37036403747362134)","[0.30589538462090854, -0.9594371157493892, -0.07440183624041767]",0.09003563696568231,-0.01192102228635017,"(0.04113255768113578, 0.06379653710784602, 0.28839550265981895)","[0.003735361464679039, -0.03967397176952814, 0.0012963445754063164]","(0.47306783727018686, 0.8691860630621051, -0.09607413981075981)","[-0.39290775385877275, -0.08611062558598467, 0.08611062558598467]",-0.14591582331021904,0.699463350846872,"[-0.7826091911897426, -0.07266900894732824, 0.2537206646727318]","[-0.08700642018117, -0.0004803150367012343, 0.6644310215900456]"
334,"[-0.43371622544023425, 0.021886318812807892, 0.28665102213989635]","[-0.276431362109151, 0.33334949977592254, 0.22852977638757388]","(-0.11016070476081202, -0.14740346644664123, 0.4237305692047312)","[-0.48885622941445667, 0.08039039559885869, 0.1792743440293731]",[-0.34890928  0.39290286  0.24234633],[ 0.82200051 -0.04337844  0.39510323],"(-0.10362159720866557, -0.1546311382072794, 0.35119156678016616)","[-0.34114636691142813, 0.06109745576408356, 0.5987997710140107]","(0.10503778400758058, -0.41784484365347924, 0.31400885897392977)","[0.5030296651657701, 0.02194349911259398, 0.7524230547334292]","(0.15080776241732954, -0.31956039470261993, 0.296419655923642)","[1.0266145779677323, -1.2460146629934354, 1.135501071275374]","(0.3559505893981231, 0.05543846691008524, 0.08618132054095058)","[-0.29947919802043976, 0.8476784430352664, -0.569097478617703]",0.01561688378528664,3.2138229460291137,"(0.27622528320699374, -0.14935766211977264, 0.11898240157189897)","[-0.6945894480190008, 1.373863014235402, -0.7619801845166924]","(-0.10324828132692083, 0.2600340636954036, 0.7593150167265038)","[0.4015151460949292, 0.07367652252946873, -0.07367652252946873]",-0.18784271032719313,-0.04522375918374279,"(-0.02810410801451287, 0.07881967367952038, 0.3724406744305676)","[0.29991907156632286, -0.9659375587720729, -0.07467584778432343]",0.10195468130396976,-0.011864256206901458,"(0.04138464656559828, 0.06167401182871198, 0.275203007432133)","[0.0044516196688821116, -0.04039898101387869, 0.00268365480845655]","(0.4702708646137401, 0.8709343330417255, -0.098969848850003)","[-0.35688976922092325, -0.05884070082503204, 0.05884070082503204]",-0.14369459727788514,0.6789600823935231,"[-0.7840019737453681, -0.07075558845533392, 0.252800305347355]","[-0.07445257604370759, -0.00010214869844381302, 0.6677288009108935]"
335,"[-0.43484325765789267, 0.021918141300596883, 0.2883376245099052]","[-0.270487732238038, 0.325221386274824, 0.23363225371663743]","(-0.10797069902144113, -0.1471561121356069, 0.4221153850809362)","[-0.4614678630372881, 0.1270887758860414, 0.18185404976776715]",[-0.34955466  0.39298728  0.24437656],[ 0.82598685 -0.04615289  0.39980009],"(-0.10175990187907423, -0.15397479474398507, 0.3530886577017871)","[-0.31674464576873834, 0.06431137475953197, 0.6051795909511237]","(0.10144588742927406, -0.4177124082286718, 0.3173631824319397)","[0.5310783988927746, 0.02680776629247747, 0.7605348659213461]","(0.1451942243578313, -0.32483027652397367, 0.30044548274992994)","[1.0396918383042086, -1.1946405168952758, 1.1270434788852381]","(0.35551669180543316, 0.06078722517034561, 0.08336504568263432)","[-0.22832899123862288, 0.9702074826209143, -0.44662243903920884]",0.0340888452576493,3.106167669243672,"(0.2793931096159968, -0.14222612937345977, 0.10949695224650506)","[-0.7065101187213011, 1.4785864010603966, -0.6409631370951085]","(-0.10017973445881455, 0.2603610898289494, 0.7577177380596559)","[0.4418942957148099, -0.02262050467338234, 0.02262050467338234]",-0.18851596758212352,-0.051777349007600657,"(-0.030376475467941165, 0.07174381011532246, 0.3745247673701577)","[0.28850866149812215, -0.9691028023396514, -0.07622451937831344]",0.1138742687170561,-0.011733918255164011,"(0.041722772850402066, 0.0595065471480211, 0.2620111089854208)","[0.002242649390631401, -0.041622875319179145, 0.002436905692187299]","(0.4674020179685906, 0.872699183657531, -0.10215745822355017)","[-0.31930118502156235, -0.04362975668394487, 0.04362975668394487]",-0.14160389954916114,0.6476332895271438,"[-0.7853627630746653, -0.068884252883532, 0.25190170883158197]","[-0.06182642544831096, 0.0002729223721412849, 0.6707167444822384]"
336,"[-0.43594525521674843, 0.021926247316440328, 0.28999723182122783]","[-0.26447941412537834, 0.31874257219011704, 0.23932420698360132]","(-0.10588442041013607, -0.1468911586486157, 0.4205343107842439)","[-0.4378587525844669, 0.11883968176216392, 0.18434913769656053]",[-0.35018259  0.39305583  0.24642708],[ 0.83001889 -0.04947051  0.40468773],"(-0.09999944922536531, -0.1533086108571738, 0.3550039250959224)","[-0.292654559714408, 0.06771726365110003, 0.6095267471094059]","(0.09772977945411479, -0.41754438630423313, 0.32074825959310327)","[0.5583243785277017, 0.03321381858213661, 0.7666025225574582]","(0.13950044529745473, -0.3298589394520781, 0.30450015458573565)","[1.0522299915562927, -1.143030334146326, 1.1169711166844825]","(0.35488554364165426, 0.06635489195171186, 0.08059202385283472)","[-0.18150140137974927, 1.0241281430044595, -0.4531837306206758]",0.05219189415706285,3.017628651735888,"(0.2822172413786504, -0.13477807102271974, 0.10009303398577811)","[-0.6311675034344293, 1.5565604194828961, -0.6490841574387024]","(-0.09696589276736578, 0.2610754664555023, 0.7560868320154179)","[0.47867289476332825, -0.11592162097905903, 0.11592162097905903]",-0.18921592182577718,-0.05818462630118129,"(-0.03262415682259364, 0.06462879907573933, 0.37661900957070343)","[0.2813376096089862, -0.9784951025387175, -0.07732479102293127]",0.12579420674306263,-0.01164977115431376,"(0.0421408671731668, 0.057302143225902505, 0.24882452529799357)","[0.001761973163272406, -0.04132519224139917, 0.003290472210384993]","(0.4644971294232202, 0.874500492354182, -0.10559283294808619)","[-0.2811069454413108, -0.036013347507492126, 0.036013347507492126]",-0.13966333520494575,0.6116012772450745,"[-0.7866923667652868, -0.06705528867824471, 0.25102440118735936]","[-0.049147949680053316, 0.0006444654757731955, 0.6733933479143853]"
337,"[-0.4370191405977675, 0.021908965804317004, 0.29163018061198537]","[-0.2577324914445859, 0.31234452725451667, 0.24541721369563652]","(-0.10391394456277342, -0.14660625248610365, 0.41900870815593166)","[-0.41210393509038945, 0.10549362884309105, 0.18694103868968331]",[-0.35079297  0.39310628  0.24849869],[ 0.83418381 -0.05309667  0.40971554],"(-0.09835006738202673, -0.15263262043159395, 0.35693329116430444)","[-0.2660513889178528, 0.0711393417178974, 0.612958716165964]","(0.09389567142145971, -0.4173329983063774, 0.32415793031073736)","[0.5847273288620203, 0.041112287249583615, 0.771202071042731]","(0.1337327903300151, -0.334642211164603, 0.30857645402451883)","[1.0639594252357123, -1.0906820770013794, 1.1057064926450872]","(0.35405359198468755, 0.07212805927590797, 0.07788472110129385)","[-0.1333798325292151, 1.0770028349738872, -0.4532226100647556]",0.06991773443278992,2.9270985820511344,"(0.2847951217012304, -0.12708350203924795, 0.09078483865117386)","[-0.5794855617764433, 1.6196201463561353, -0.6490823867395094]","(-0.09362495640322234, 0.2621603022462906, 0.7544121180501887)","[0.5117466973873659, -0.20547322217796787, 0.20547322217796787]",-0.18994313145274633,-0.06472591829690343,"(-0.034847913846526586, 0.05746880664256249, 0.37872058152751503)","[0.27428090735439037, -0.9892983654113966, -0.07922563338903704]",0.1377151953282994,-0.011397636939069589,"(0.042642388653159766, 0.05506052869310836, 0.23564018052845148)","[0.00061063796819982, -0.04157011641924155, 0.0034254260490516526]","(0.46157804673735886, 0.8763498812896655, -0.10924300850561307)","[-0.24360225352684767, -0.03351425061466293, 0.03351425061466293]",-0.13787680744348751,0.5746324973833691,"[-0.7879910407497284, -0.06526934194543668, 0.2501693242853911]","[-0.036438843291312084, 0.0010058941627891504, 0.6757654764870242]"
338,"[-0.43806190442455817, 0.021864767353687697, 0.29323686275455985]","[-0.2502633184297691, 0.3060405316905639, 0.2518772789370706]","(-0.10206776231278897, -0.14629910521756667, 0.417550389552843)","[-0.3847176019234382, 0.08931044146646172, 0.1898831819089251]",[-0.35138531  0.39313736  0.25059202],[ 0.8384721  -0.05701775  0.41486075],"(-0.09681893587435085, -0.15194586457787346, 0.3588739213189793)","[-0.23760334420859458, 0.07480488412975106, 0.6157223265900773]","(0.08994889323123965, -0.41707178356145425, 0.32758730512082956)","[0.6103597065062307, 0.05040157986202719, 0.7746820437846549]","(0.12789605620386407, -0.33917904866845644, 0.31266890688882076)","[1.0751916308002798, -1.0382550934596053, 1.0937739712920247]","(0.3530200698971206, 0.07808673054671109, 0.07525547284609053)","[-0.08460810092348729, 1.12651977649074, -0.44846913417481976]",0.08726809489597084,2.836983427040069,"(0.28711475288260513, -0.11917394430422067, 0.08158796934035806)","[-0.5250172244685356, 1.6767010806852805, -0.6432214764967014]","(-0.09017358544662595, 0.2635969986959297, 0.7526850915412774)","[0.5412886372169502, -0.2906899029761107, 0.2906899029761107]",-0.19069840160535118,-0.07146044444950438,"(-0.03704825010727605, 0.050258464150401756, 0.3808291524614993)","[0.26730067925251677, -1.0013583849093417, -0.08128545830903747]",0.14963697070985008,-0.011208805823719747,"(0.04322360846091315, 0.05278422912172956, 0.22245791138501583)","[0.0005449673101318953, -0.04160522590565125, 0.003527714705176157]","(0.45865953075143145, 0.8782552334970615, -0.11308181432211319)","[-0.20721450125696655, -0.034667583359467825, 0.034667583359467825]",-0.13624119421117714,0.5384130103878677,"[-0.7892593764381912, -0.06352633531789037, 0.2493369106579563]","[-0.023717959500102248, 0.001349511629907929, 0.6778367588833948]"
339,"[-0.43806190442455817, 0.021864767353687697, 0.29323686275455985]","[-0.2502633184297691, 0.3060405316905639, 0.2518772789370706]","(-0.10206776231278897, -0.14629910521756667, 0.417550389552843)","[-0.3847176019234382, 0.08931044146646172, 0.1898831819089251]",[-0.34789309  0.39289687  0.25232834],[ 0.83744258 -0.05775738  0.41694889],"(-0.09681893587435085, -0.15194586457787346, 0.3588739213189793)","[-0.23760334420859458, 0.07480488412975106, 0.6157223265900773]","(0.08994889323123965, -0.41707178356145425, 0.32758730512082956)","[0.6103597065062307, 0.05040157986202719, 0.7746820437846549]","(0.12789605620386407, -0.33917904866845644, 0.31266890688882076)","[1.0751916308002798, -1.0382550934596053, 1.0937739712920247]","(0.3530200698971206, 0.07808673054671109, 0.07525547284609053)","[-0.08460810092348729, 1.12651977649074, -0.44846913417481976]",0.08726809489597084,2.836983427040069,"(0.28711475288260513, -0.11917394430422067, 0.08158796934035806)","[-0.5250172244685356, 1.6767010806852805, -0.6432214764967014]","(-0.09017358544662595, 0.2635969986959297, 0.7526850915412774)","[0.5412886372169502, -0.2906899029761107, 0.2906899029761107]",-0.19069840160535118,-0.07146044444950438,"(-0.03704825010727605, 0.050258464150401756, 0.3808291524614993)","[0.26730067925251677, -1.0013583849093417, -0.08128545830903747]",0.14963697070985008,-0.011208805823719747,"(0.04322360846091315, 0.05278422912172956, 0.22245791138501583)","[0.0005449673101318953, -0.04160522590565125, 0.003527714705176157]","(0.45865953075143145, 0.8782552334970615, -0.11308181432211319)","[-0.20721450125696655, -0.034667583359467825, 0.034667583359467825]",-0.13624119421117714,0.5384130103878677,"[-0.7892593764381912, -0.06352633531789037, 0.2493369106579563]","[-0.023717959500102248, 0.001349511629907929, 0.6778367588833948]"
340,"[-0.43919238271673766, 0.022047684701961834, 0.2944415059379953]","[-0.3252895528256846, 0.4579477038538077, -0.04054510711169253]","(-0.09631373622032316, -0.1411496299923194, 0.4149657503630616)","[-1.153601767003852, -3.2220968778518344, 0.027880578362094288]",[-0.35192195  0.39344303  0.25192226],[ 0.84181549 -0.05535766  0.41723247],"(-0.0917186418553216, -0.14616761819073168, 0.3606626783975273)","[-0.4004061963823972, 0.14454436529825257, 0.6017914664724154]","(0.08923898707668981, -0.40619823460228976, 0.3291870275132807)","[0.6557656969822603, 0.046302665896264875, 0.796789655026158]","(0.12400384069803021, -0.33516035066081257, 0.315630048695573)","[1.3365126977176163, -1.5345664112717352, 1.255998316571457]","(0.3533431782820971, 0.08596671310740808, 0.07223319279945235)","[0.027061414658680477, 0.954670399103294, -0.5870407404343678]",0.10750969721479209,2.9457012138570695,"(0.2830607967547799, -0.10982509681129173, 0.068871614004844)","[-0.2156155495759698, 1.5745735529976486, -0.7855427266281126]","(-0.08630124215676471, 0.2660112851857639, 0.7502775588850956)","[0.5839859520572408, -0.4678393413051717, 0.4678393413051717]",-0.19042404407948044,0.049112059419462256,"(-0.043281711180394825, 0.04630508546080512, 0.38148635263589814)","[0.27778516301077016, -0.9997212311692096, -0.08752451094987132]",0.16150175100980244,-0.007074003902486914,"(0.03732926909605369, 0.052227436533888436, 0.21074177720430007)","[-0.0112313737934554, -0.031407653283306525, -0.000603498193215392]","(0.44016210799100525, 0.8683874693672315, -0.12967502297543568)","[-0.22180309770836054, 0.14200860468259963, -0.14200860468259963]",-0.13391504236444743,0.7260547075616433,"[-0.789043657896136, -0.06122296825521076, 0.24437082282857253]","[-0.010714525761457372, 0.0015030494964820423, 0.6796628152339208]"
341,"[-0.4405184347408666, 0.0225999411696286, 0.2949014100231935]","[-0.31825248579093013, 0.46136101980914085, -0.04106789329365276]","(-0.08498566030770646, -0.12807624563047915, 0.4117542725126094)","[-1.2187495573208666, -3.0877913647980852, 0.0494017165728054]",[-0.35238729  0.3942284   0.25192291],[ 0.84626104 -0.05434377  0.4211057 ],"(-0.08143804895720444, -0.13220376961138852, 0.3623816100977445)","[-0.47218956971255055, 0.16807036415242627, 0.5939048030950483]","(0.09414043743197001, -0.3774009727965797, 0.3278682097599031)","[0.6916757654376907, 0.045675996496386054, 0.809694444125841]","(0.12506874121468875, -0.3137220179981588, 0.31621561535416204)","[1.4368579543396423, -1.6701200315108087, 1.303330979639706]","(0.3564266530294047, 0.09778316939547319, 0.06946829709593486)","[0.10969794454038162, 0.8907372009156098, -0.6787104801809438]",0.131772388833423,2.9240000266329558,"(0.26993865226421626, -0.09775731301707001, 0.050813350270954134)","[-0.1539745331872947, 1.504661159673212, -0.8753177526946994]","(-0.08202659079985151, 0.2693372504385363, 0.7468331235994247)","[0.599209476154185, -0.5698933787860961, 0.5698933787860961]",-0.18908172258921985,0.09204795329436125,"(-0.056253812883885895, 0.0478362016834745, 0.3798787023523651)","[0.2788460485245653, -0.9960705017251549, -0.08822903897064714]",0.1732373680857104,-0.008034885101411704,"(0.02021864219273533, 0.05439135835970619, 0.2016544223872943)","[0.0003517394145970444, -0.03502614139410835, -0.0007795092813630559]","(0.3984355435569406, 0.8387245815848892, -0.16403527619072694)","[-0.2008928902514875, 0.21305277932332473, -0.21305277932332473]",-0.13148611099272933,0.7876717183399108,"[-0.7864785341979412, -0.05811961842134927, 0.23232676922505413]","[0.002757726155235618, 0.0013618261232577339, 0.681348167120287]"
