Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.002620923717816671     4499                     8.335799620035246        8.811827677480496        -0.003767808857638761    0.6481985641143005       0                        0                        0.9999493875             0.05                     0.09997086934679421      0.07188540272181854      0.01                     0.3857816888895982       2.5e-06                  0.5075827205882353       -4.801103                4.206208                 
400                      0.7707287530766593       1761601                  10.505279114919269       12.045357880815367       -0.007277032723709961    0.6135580210025118       0                        0                        0.97798555               0.05                     0.08809755896296519      0.000315025333146182     0.01                     0.28952047097332334      2.5e-06                  0.10248161764705882      -0.027014526             0.20407082               
800                      1.5370352084769143       3510933                  16.57647976006738        17.108953899446128       -0.007277032723709961    0.6135580210025118       0                        0                        0.9561205625             0.05                     0.0776786029621435       0.000250300243322954     0.01                     0.30413443787256256      2.5e-06                  0.184326171875           -0.039244667             0.18500234               
1200                     2.3024208837747575       5259551                  17.409347740428437       20.669437864339297       -0.007277032723709961    0.6135580210025118       0                        0                        0.9342608                0.05                     0.06849391650132645      0.00033303718031321396   0.01                     0.30855180317949915      2.5e-06                  0.2723524305555556       -0.14154613              0.27935907               
1600                     3.0649142099751367       7004673                  24.98486832577945        21.960410239956904       -0.007277032723709961    0.6135580210025118       0                        0                        0.9124471749999999       0.05                     0.060411266061952275     0.0004365402224379977    0.01                     0.31009337841533124      2.5e-06                  0.263916015625           0.2179228                0.31042805               
2000                     3.8263967488209407       8747574                  27.219174492362104       28.723395332059056       -0.007277032723709961    0.6135580210025118       0                        0                        0.8906623375             0.05                     0.053291242217227176     0.0003894407747995703    0.01                     0.29136540011192363      2.5e-06                  0.2458767361111111       -0.06713924              0.23962265               
2400                     4.588671055237453        10491863                 28.568643412707313       29.58330843101345        -0.007277032723709961    0.6135580210025118       0                        0                        0.8688559125             0.05                     0.04700453722292031      0.0005887620677640371    0.01                     0.31163935735821724      2.5e-06                  0.3170955882352941       0.02969971               0.26365525               
2800                     5.3521250786383945       12246302                 28.391412310649223       34.85422885936225        -0.007277032723709961    0.6135580210025118       0                        0                        0.8469265625             0.05                     0.04143014051408715      0.0006646833121016647    0.01                     0.31633845752932954      2.5e-06                  0.26822916666666663      -0.10642358              0.4168789                
3200                     6.109210225608614        13988199                 32.691727538032566       35.326796599451946       -0.007277032723709961    0.6135580210025118       0                        0                        0.8251539                0.05                     0.036549778552332685     0.0006000437522690096    0.01                     0.3021852569654584       2.5e-06                  0.27941176470588236      -0.1331926               0.49956644               
3600                     6.863306553761165        15729692                 31.615725434600154       33.99130156054292        -0.007277032723709961    0.6135580210025118       0                        0                        0.803382525              0.05                     0.03224454941580445      0.0006703962413292389    0.01                     0.30393089189687195      2.5e-06                  0.29618566176470584      -0.050952006             0.29967827               
